model,component,layer_1based,step,operator,torch_reference,config_source,NVIDIA_CUDA,AMD_ROCm,Ascend,backend_evidence
MiniCPM-o-4_5,audio_config,12,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,12,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,12,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,12,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,12,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,12,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,12,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,13,1,layer_boundary,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,13,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,13,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,13,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,13,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,13,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,13,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,13,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,13,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,14,1,layer_boundary,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,14,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,14,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,14,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,14,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,14,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,14,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,14,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,14,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,15,1,layer_boundary,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,15,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,15,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,15,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,15,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,15,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,15,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,15,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,15,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,16,1,layer_boundary,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,16,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,16,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,16,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,16,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,16,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,16,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,16,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,16,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,17,1,layer_boundary,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,17,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,17,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,17,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,17,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,17,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,17,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,17,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,17,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,18,1,layer_boundary,未核验,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,18,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,18,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,18,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,18,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
MiniCPM-o-4_5,audio_config,18,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/MiniCPM-o-4_5/resolve/503e754207c94da6bb26850b4469f367c9ea3582/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
